"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Provincial and territorial trade flows, by detailed product classification, current and constant dollars","36100709",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610070901",2,"CURRENT - a cube available to the public and that is current","Annual","2022-01-01","2024-01-01","4",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography, exporting",3,""
"2","Geography, importing",4,""
"3","Prices",5;6,""
"4","Product",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"4","Gold and silver ores and concentrates [MPG212220]","","36","","",,
"4","Copper ores and concentrates [MPG212231]","","37","","",,
"4","Nickel ores and concentrates [MPG212232]","","38","","",,
"4","Lead and zinc ores and concentrates [MPG212233]","","39","","",,
"4","Radioactive ores and concentrates [MPG212291]","","40","","",,
"4","Other metal ores and concentrates [MPG212299]","","41","","",,
"4","Stone [MPG212310]","","42","","",,
"4","Sand, gravel, clay, and refractory minerals [MPG212320]","","43","","",,
"4","Uncut and industrial diamonds [MPG212392]","","44","","",,
"4","Potash [MPG212396]","","45","","",,
"4","Non-metallic minerals (except diamonds) [MPG21239C]","","46","","",,
"4","Dog and cat food [MPG311101]","","47","","",,
"4","Other animal feed [MPG311109]","","48","","",,
"4","Margarine and cooking oils [MPG311202]","","49","","",,
"4","Breakfast cereal and other cereal products [MPG311203]","","50","","",,
"4","Flour and other grain mill products [MPG311204]","","51","","",,
"4","Grain and oilseed products, n.e.c. [MPG311208]","","52","","",1,
"4","Sugar and sugar mill by-products [MPG311301]","","53","","",,
"4","Chocolate (except confectionery) [MPG311302]","","54","","",,
"4","Confectionery products [MPG311303]","","55","","",,
"4","Plastic film and non-rigid sheets [MPG326102]","","131","","",,
"4","Plastic and foam building and construction materials [MPG326103]","","132","","",,
"4","Plastic profile shapes [MPG326104]","","133","","",,
"4","Foam products (except for construction), n.e.c. [MPG326105]","","134","","",1,
"4","Plastic bottles [MPG326106]","","135","","",,
"4","Motor vehicle plastic parts [MPG326107]","","136","","",,
"4","Plastic products (except for construction), n.e.c. [MPG326109]","","137","","",1,
"4","Tires [MPG326201]","","138","","",,
"4","Rubber and plastic hoses and belts [MPG326202]","","139","","",,
"4","Rubber products, n.e.c. [MPG326209]","","140","","",1,
"4","Waste and scrap of plastic and rubber [MPG326X00]","","141","","",,
"4","Frozen, fresh and canned fruit and vegetable juices [MPG311401]","","56","","",,
"4","Preserved fruit and vegetables and frozen foods [MPG311402]","","57","","",,
"4","Processed fluid milk and milk products [MPG311501]","","58","","",,
"4","Cheese and cheese products [MPG311502]","","59","","",,
"4","Butter, and dry and canned dairy products [MPG311503]","","60","","",,
"4","Ice cream, sherbet and similar frozen desserts [MPG311504]","","61","","",,
"4","Fresh and frozen beef and veal [MPG311601]","","62","","",,
"4","Fresh and frozen pork [MPG311602]","","63","","",,
"4","Fresh and frozen poultry of all types [MPG311603]","","64","","",,
"4","Processed meat products, other miscellaneous meats and animal by-products [MPG311605]","","65","","",,
"4","Prepared and packaged seafood products [MPG311700]","","66","","",,
"4","Bread, rolls and flatbreads [MPG311801]","","67","","",,
"4","Cookies, crackers and baked sweet goods [MPG311802]","","68","","",,
"4","Flour mixes, dough and dry pasta [MPG311803]","","69","","",,
"4","Snack food products [MPG311901]","","70","","",,
"4","Coffee and tea [MPG311902]","","71","","",,
"4","Cannabis products (except seeds, plants, and plant parts) [MPG312300]","","80","","",,
"4","Carpets, rugs and mats [MPG31A003]","","81","","",,
"4","Other textile furnishings [MPG31A004]","","82","","",,
"4","Textile products, n.e.c. [MPG31A005]","","83","","",1,
"4","Fabric, fibre and yarn, and leather and dressed furs [MPG31A007]","","84","","",,
"4","Clothing (except infant clothing) [MPG31B001]","","85","","",,
"4","Infant clothing [MPG31B002]","","86","","",,
"4","Clothing accessories [MPG31B003]","","87","","",,
"4","Footwear [MPG31B005]","","88","","",,
"4","Suitcases, handbags, and other leather and allied products [MPG31B006]","","89","","",,
"4","Hardwood lumber (except tongue and groove and other edge worked lumber) [MPG321101]","","90","","",,
"4","Softwood lumber (except tongue and groove and other edge worked lumber) [MPG321102]","","91","","",,
"4","Wood chips [MPG321103]","","92","","",,
"4","Other sawmill products, and treated wood products [MPG321104]","","93","","",,
"4","Veneer and plywood [MPG321201]","","94","","",,
"4","Wood trusses and engineered wood members [MPG321202]","","95","","",,
"4","Reconstituted wood products [MPG321203]","","96","","",,
"4","Wood windows and doors [MPG321901]","","97","","",,
"4","Wood containers and pallets [MPG321903]","","98","","",,
"4","Prefabricated wood and manufactured (mobile) buildings and components [MPG321904]","","99","","",,
"4","Wood products, n.e.c. [MPG321908]","","100","","",1,
"4","Waste and scrap of wood and wood by-products [MPG321X00]","","101","","",,
"4","Wood pulp [MPG322101]","","102","","",,
"4","Paper (except newsprint) [MPG322102]","","103","","",,
"4","Newsprint [MPG322103]","","104","","",,
"4","Paperboard [MPG322104]","","105","","",,
"4","Paperboard containers [MPG322201]","","106","","",,
"4","Paper office supplies [MPG322202]","","107","","",,
"4","Disposable diapers and feminine hygiene products [MPG322203]","","108","","",,
"4","Sanitary paper products [MPG322204]","","109","","",,
"4","Cement [MPG327301]","","142","","",,
"4","Ready-mixed concrete [MPG327302]","","143","","",,
"4","Concrete products [MPG327303]","","144","","",,
"4","Clay and ceramic products and refractories [MPG327A01]","","145","","",,
"4","Glass (including automotive), glass products and glass containers [MPG327A02]","","146","","",,
"4","Waste and scrap of glass [MPG327A03]","","147","","",,
"4","Lime and gypsum products [MPG327A04]","","148","","",,
"4","Non-metallic mineral products, n.e.c. [MPG327A09]","","149","","",1,
"4","Iron, steel and ferro-alloys (unwrought and hot-rolled products) [MPG331100]","","150","","",,
"4","Iron or steel pipes and tubes (except castings) [MPG331201]","","151","","",,
"4","Cold-rolled iron or steel products [MPG331202]","","152","","",,
"4","Bauxite and aluminum oxide [MPG331301]","","153","","",,
"4","Unwrought aluminum and aluminum alloys [MPG331302]","","154","","",,
"4","Basic and semi-finished products of aluminum and aluminum alloys [MPG331303]","","155","","",,
"4","Unwrought copper and copper alloys [MPG331401]","","156","","",,
"4","Unwrought nickel and nickel alloys [MPG331402]","","157","","",,
"4","Unwrought gold, silver, and platinum group metals, and their alloys [MPG331403]","","158","","",,
"4","Other unwrought non-ferrous metals and non-ferrous metal alloys [MPG331404]","","159","","",,
"4","Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except aluminum) [MPG331406]","","160","","",,
"4","Ferrous metal castings [MPG331501]","","161","","",,
"4","Non-ferrous metal castings [MPG331502]","","162","","",,
"4","Waste and scrap of iron and steel [MPG331X01]","","163","","",,
"4","Waste and scrap of non-ferrous metals [MPG331X02]","","164","","",,
"4","Forged and stamped metal products [MPG332101]","","165","","",,
"4","Prefabricated metal buildings and other non-wood buildings, and components thereof [MPG332301]","","166","","",,
"4","Commercial and service industry machinery and equipment [MPG333300]","","183","","",,
"4","Industrial and commercial fans, blowers and air purification equipment [MPG333401]","","184","","",,
"4","Heating and cooling equipment (except household refrigerators and freezers) [MPG333402]","","185","","",,
"4","Metalworking machinery and industrial moulds [MPG333500]","","186","","",,
"4","Turbines, turbine generators, and turbine generator sets (except aircraft turbines) [MPG333601]","","187","","",,
"4","Engines (except aircraft and motor vehicle gasoline engines) and power transmission equipment [MPG333609]","","188","","",,
"4","Materials handling machinery and equipment [MPG333902]","","189","","",,
"4","Pumps and compressors [MPG333903]","","190","","",,
"4","Other industrial machinery and equipment, n.e.c. [MPG333909]","","191","","",1,
"4","Computers and computer peripherals [MPG334100]","","192","","",,
"4","Telephone apparatus and data communications equipment [MPG334201]","","193","","",,
"4","Other communications equipment [MPG334209]","","194","","",,
"4","Printed and integrated circuits, semiconductors, and printed circuit assemblies [MPG334401]","","195","","",,
"4","Other electronic components [MPG334409]","","196","","",,
"4","Televisions and other audio and video equipment, and unrecorded media n.e.c. [MPG334A01]","","197","","",1,
"4","Navigational and guidance instruments [MPG334A02]","","198","","",,
"4","Measuring, control, and scientific instruments [MPG334A06]","","199","","",,
"4","Electric lamps and lighting fixtures (including light bulbs and tubes) [MPG335100]","","200","","",,
"4","Natural gas [ENE211102]","","1","","",,
"4","Crude and diluted bitumen [ENE211104]","","2","","",,
"4","Synthetic crude oil [ENE211106]","","3","","",,
"4","Conventional crude oil [ENE211107]","","4","","",,
"4","Natural gas liquids (including condensate) and related products [ENE211108]","","5","","",,
"4","Coal [ENE212100]","","6","","",,
"4","Electricity [ENE221100]","","7","","",,
"4","Steam and heated or cooled air or water [ENE221303]","","8","","",,
"4","Motor gasoline (including blending components and ethanol fuel) [ENE324111]","","9","","",,
"4","Diesel and biodiesel fuels [ENE324112]","","10","","",,
"4","Light fuel oils [ENE324113]","","11","","",,
"4","Aviation fuel [ENE324114]","","12","","",,
"4","Heavy fuel oils [ENE324115]","","13","","",,
"4","Coke and other coke oven products [ENE3241A2]","","14","","",,
"4","Fuel wood and solid fuel products n.e.c. [ENE32C000]","","15","","",1,
"4","Floriculture and nursery products (except cannabis), and sod [MPG111400]","","16","","",,
"4","Canola (including rapeseed) [MPG111A01]","","17","","",,
"4","Fabricated steel plate and other fabricated structural metal [MPG332302]","","167","","",,
"4","Metal windows and doors [MPG332303]","","168","","",,
"4","Light-gauge metal containers, crowns and closures, and metal strapping and shipping materials [MPG332401]","","169","","",,
"4","Boilers, metal tanks and heavy-gauge metal containers [MPG332402]","","170","","",,
"4","Hardware [MPG332500]","","171","","",,
"4","Springs and wire products [MPG332600]","","172","","",,
"4","Threaded metal fasteners and other turned metal products [MPG332700]","","173","","",,
"4","Hand tools, kitchen utensils and cutlery (except precious metal) [MPG332A01]","","174","","",,
"4","Metal valves and pipe fittings [MPG332A02]","","175","","",,
"4","Ball and roller bearings [MPG332A03]","","176","","",,
"4","Guns, ammunition and other munitions [MPG332A04]","","177","","",,
"4","Other architectural metal products [MPG332A05]","","178","","",,
"4","Other fabricated metal products [MPG332A08]","","179","","",,
"4","Agricultural, lawn and garden machinery and equipment [MPG333101]","","180","","",,
"4","Logging, construction, mining, and oil and gas field machinery and equipment [MPG333102]","","181","","",,
"4","Other industry-specific manufacturing machinery, n.e.c. [MPG333200]","","182","","",1,
"4","Flavouring syrups, seasonings and dressings [MPG311903]","","72","","",,
"4","Other food products, n.e.c. [MPG311909]","","73","","",1,
"4","Carbonated and non-carbonated drinks (including low alcohol fermented drinks), bottled water and ice [MPG312110]","","74","","",,
"4","Beer [MPG312120]","","75","","",,
"4","Wine and brandy [MPG3121A1]","","76","","",,
"4","Distilled liquor [MPG3121A2]","","77","","",,
"4","Stemmed, redried or reconstituted tobacco [MPG312201]","","78","","",,
"4","Cigarettes (including electronic cigarettes), cigars, chewing and smoking tobacco [MPG312202]","","79","","",,
"4","Other converted paper products [MPG322209]","","110","","",,
"4","Waste and scrap of paper and paperboard [MPG322X00]","","111","","",,
"4","Printed products, n.e.c. [MPG323004]","","112","","",1,
"4","Asphalt (except natural) and asphalt products [MPG3241A1]","","113","","",,
"4","Lubricants and other petroleum refinery products [MPG3241A8]","","114","","",,
"4","Petrochemicals [MPG325101]","","115","","",,
"4","Industrial gases [MPG325102]","","116","","",,
"4","Dyes and pigments [MPG325103]","","117","","",,
"4","Basic organic chemicals, n.e.c. [MPG325105]","","118","","",1,
"4","Other basic inorganic chemicals and nuclear fuel [MPG325106]","","119","","",,
"4","Plastic resins [MPG325201]","","120","","",,
"4","Rubber and rubber compounds and mixtures [MPG325202]","","121","","",,
"4","Artificial and synthetic fibres and filaments [MPG325203]","","122","","",,
"4","Ammonia and chemical fertilizers [MPG325301]","","123","","",,
"4","Pesticides and other agricultural chemicals [MPG325302]","","124","","",,
"4","Pharmaceutical and medicinal products [MPG325400]","","125","","",,
"4","Paints, coatings and adhesive products [MPG325500]","","126","","",,
"4","Soaps and cleaning compounds [MPG325601]","","127","","",,
"4","Perfumes and toiletries [MPG325602]","","128","","",,
"4","Chemical products, n.e.c. [MPG325900]","","129","","",1,
"4","Plastic bags [MPG326101]","","130","","",,
"4","Light-duty trucks, vans and sport utility vehicles (SUVs) [MPG336112]","","211","","",,
"4","Medium and heavy-duty trucks [MPG336120]","","212","","",,
"4","Buses [MPG336201]","","213","","",,
"4","Motor vehicle bodies and special purpose motor vehicles [MPG336202]","","214","","",,
"4","Freight and utility trailers [MPG336203]","","215","","",,
"4","Motor homes, travel trailers and camping trailers [MPG336204]","","216","","",,
"4","Motor vehicle gasoline engines and engine parts [MPG336310]","","217","","",,
"4","Motor vehicle electrical and electronic equipment [MPG336320]","","218","","",,
"4","Motor vehicle steering and suspension components [MPG336330]","","219","","",,
"4","Motor vehicle brakes and brake systems [MPG336340]","","220","","",,
"4","Motor vehicle transmission and drive train components [MPG336350]","","221","","",,
"4","Motor vehicle interior trim, seats and seat parts [MPG336360]","","222","","",,
"4","Motor vehicle metal stampings [MPG336370]","","223","","",,
"4","Other motor vehicle parts [MPG336390]","","224","","",,
"4","Aircraft [MPG336401]","","225","","",,
"4","Aircraft engines [MPG336402]","","226","","",,
"4","Aircraft parts and other aerospace equipment [MPG336403]","","227","","",,
"4","Locomotives, railway rolling stock, and rapid transit equipment [MPG336500]","","228","","",,
"4","Ships [MPG336601]","","229","","",,
"4","Personal watercraft, motorboats and other boats [MPG336602]","","230","","",,
"4","Other transportation equipment [MPG336900]","","231","","",,
"4","Wood cabinets and counter tops [MPG337101]","","232","","",,
"4","Household furniture [MPG337102]","","233","","",,
"4","Wood furniture frames, and institutional and other furniture, n.e.c. [MPG337103]","","234","","",1,
"4","Office furniture [MPG337203]","","235","","",,
"4","Partitions, shelving, lockers and other fixtures [MPG337204]","","236","","",,
"4","Mattresses and foundations [MPG337901]","","237","","",,
"4","Blinds, shades, and curtain fixtures [MPG337902]","","238","","",,
"4","Medical equipment and supplies [MPG339101]","","239","","",,
"4","Small electric appliances [MPG335203]","","201","","",,
"4","Major appliances [MPG335204]","","202","","",,
"4","Power, distribution and other transformers [MPG335301]","","203","","",,
"4","Electric motors and generators [MPG335302]","","204","","",,
"4","Switchgear, switchboards, relays, and industrial control apparatus [MPG335303]","","205","","",,
"4","Batteries and battery chargers [MPG335901]","","206","","",,
"4","Communication and electric wire and cable [MPG335902]","","207","","",,
"4","Wiring devices [MPG335903]","","208","","",,
"4","Other electrical equipment and components [MPG335909]","","209","","",,
"4","Passenger cars [MPG336111]","","210","","",,
"4","Jewellery, cut gems, jewellery findings, hollowware and flatware, and other articles of precious metal [MPG339901]","","240","","",,
"4","Sporting and athletic goods [MPG339902]","","241","","",,
"4","Toys and games [MPG339903]","","242","","",,
"4","Office supplies (except paper) [MPG339904]","","243","","",,
"4","Signs [MPG339905]","","244","","",,
"4","Other miscellaneous manufactured products [MPG339909]","","245","","",,
"4","Newspapers [MPG513111]","","246","","",,
"4","Periodicals [MPG5131A1]","","247","","",,
"4","Books [MPG5131A2]","","248","","",,
"4","Other published products [MPG5131A3]","","249","","",,
"4","Recorded movies, television programs and videos [MPS5121A1]","","250","","",,
"4","Recorded music and other sound recordings [MPS512201]","","251","","",,

Symbol Legend
Description,Symbol
"not available for a specific reference period","..",
"less than the limit of detection","<LOD",
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded","0s",
"data quality: excellent","A",
"data quality: very good","B",
"data quality: good","C",
"data quality: acceptable","D",
"use with caution","E",
"too unreliable to be published","F",
"not applicable","...",
"preliminary","p",
"revised","r",
"suppressed to meet the confidentiality requirements of the Statistics Act","x",
"terminated","t",

"Survey Code","Survey Name"
"1902","Provincial and Territorial Gross Domestic Product by Income and by Expenditure Accounts"

"Subject Code","Subject Name"
"36","Economic accounts"

"Note ID",Note
1,"The acronym "n.e.c." stands for "not elsewhere classified"."
2,"Provincial and territorial trade flows are estimated using a supply and use framework. These flows represent transactions between suppliers (origin) and final purchasers (destination), rather than the physical movement of goods. For instance, goods purchased by Prince Edward Island from Ontario are recorded as a trade flow between the two provinces, without accounting for transportation through other provinces. Given that trade flows between provinces and territories are estimated using a model, rather than observed transactions, these data are subject to notable revisions as information within the supply and use framework are updated. The magnitude of revisions is likely to be larger at the most detailed product level."
3,"The point of origin, that is, the original supply source, is where goods are produced or goods are sold out of inventory stocks of producers, wholesalers, and retailers."
4,"The point of destination, that is, the final consumer, is the point where goods are purchased for current consumption, capital formation, input into the production process of other commodities, or added to inventory stocks."
5,"Provincial and territorial trade flows of goods are valued in basic prices, that is prices at which businesses sell their products to others, excluding taxes and transportation costs."
6,"International trade flows of goods use the Free on Board (FOB) valuation, which reflects the price at the point of departure from the exporting country. International trade flows therefore exclude the cost associated with taxes and duties."

"Correction ID","Correction Date","Correction Note"
